,Content,Timestamp,Coordenadas,Delito
158,Así de rápido delincuentes asaltaron a una persona que subía en su vehículo en urdesa al norte de la ciudad;,2022-04-01 09:27:48,"-2.1620979, -79.9116519",1
159,6 delincuentes en 3 motos asaltaron a una persona en la florida norte;,2022-03-20 22:24:39,"27.6648274, -81.5157535",1
160,Roban a un estudiante en el cerro Santa Ana,2022-03-14 19:23:46,"-2.1821129, -79.8755336",1
161,"Así vivieron los moradores de la fragata al sur de la ciudad, un doble caso de sicariato dónde también se reporta que uno de los pistoleros sufrió un accidente cuando trato de huir y fue ajusticiado por el Populacho",2022-03-11 18:42:28,"54.5259614, -105.2551187",1
162,Evacuan una escuela ubicada en el Trinipuerto por una supuesta amenaza de Bomba,2022-03-11 18:29:34,"-2.2402791, -79.9220686",1
163,Delincuentes robaron algunos objetos que estaban en un carro que se encontraba parqueado en Samames 4,2022-03-10 17:48:36,"-2.1138988, -79.899003",1
164,Reportan que una persona asesinada y embalada fue dejada abandonada en el sector de la Juan Montalvo al norte de la ciudad,2022-03-08 13:25:29,,1
165,Delincuentes asaltaron un local de accesorios de celulares en Urdesa al norte de la ciudad;,2022-03-07 12:13:16,"-2.1620979, -79.9116519",1
166,Delincuentes asaltaron una avícola ubicada en el Limonal al norte de la ciudad,2022-03-07 11:36:27,"10.2640341, -85.02074739999999",1
167,Un caso de sicariato se registró en la cooperativa Guayas y Quil en el sector de Guasmo Sur,2022-03-06 09:56:49,"-2.2805355, -79.8757351",1
168,"Vehículo se incendió luego de que le arrojaron un objeto explosivo, sucedió en Sauces 5",2022-03-04 08:36:48,,1
169,Sujeto en menos de un minuto se robo un vehículo de mucho lote 1 etapa 4,2022-02-11 21:21:58,"-2.0817392, -79.9206694",1
170,"Pánico en la entrada de la 8, debido a que se registró un caso de sicariato",2022-02-09 20:37:26,"-2.1230321, -79.9514464",1
171,Un caso de sicariato se registró en las Malvinas al sur de la ciudad,2022-02-06 17:35:46,"54.5259614, -105.2551187",1
172,Un caso de Sicariato se registró en el guasmo central,2022-02-05 14:43:25,"-2.2805355, -79.8757351",1
173,Delincuentes se le llevaron la moto a una persona en el sector de Claveles 1 al sur de la ciudad,2022-02-05 11:58:34,"54.5259614, -105.2551187",1
174,"3 Delincuentes asaltaron a un ciudadano en la puerta de su casa, sucedió en la floresta",2022-02-04 10:18:26,,1
175,Un centro de salud en Bastión Popular fue baleado además se reporta un doctor herido de bala en una pierna,2022-02-03 09:11:24,"-2.0844835, -79.9309719",1
176,"Se registró un caso de Sicariato en la florida norte, cerca a un UPC de la Policía",2022-01-16 22:35:48,"27.6648274, -81.5157535",1
177,Unidades especiales del GIR detonaron un artefacto explosivo en la Floresta 2 al sur de Guayaquil,2022-01-15 21:47:56,,1
178,Delincuentes en moto asaltaron a una persona en la Garzota al norte de la ciudad,2022-01-14 20:49:42,"-2.1478685, -79.8929407",1
179,Banda de delincuentes asaltan en el Barrio Garay en plena via,2022-01-12 20:20:17,"-2.196211, -79.90646439999999",1
180,"Se reporta una mujer asesinada en Pascuales, informes preliminares indican que se trataría de un femicidio",2022-01-12 20:16:24,"-2.0721549, -79.9345141",1
181,"Se reportó un sicariato en la cooperativa Nueva Granada , sector floresta 2",2022-01-11 19:37:49,,1
182,Se registró un caso de sicariato en la cooperativa Gallegos Lara,2022-01-11 18:56:32,,1
183,Delincuentes empujando se robaron un vehículo del sector de la guangala al sur de la ciudad,2022-01-10 17:45:26,,1
184,"Delincuentes en un vehículo intentaron robar a unas personas en el barrio del seguro, pero al final los pillos tuvieron que salir corriendo",2022-01-10 17:30:24,,1
185,Sujetos dejaron explosivos en los exteriores de un domicilio en la cooperativa Assad Bucaram ubicada en Pascuales,2022-01-10 14:25:20,"-2.0721549, -79.9345141",1
186,Un caso de sicariato se registró en Pascuales al norte de la ciudad,2022-01-09 11:15:36,"-2.0721549, -79.9345141",1
187,Delincuentes asaltaron a un grupo de personas incluso se robaron un vehículo en mucho lote 1;,2022-01-09 10:26:14,"-2.0817392, -79.9206694",1
0,"#Guayaquil En Floresta : Antes de quemar a los años viejos se dió un caso de sicariato sin importar que había menores de edad en el lugar,  El criminal huyó realizando disparos al aire",2023-01-01 06:43:00,,1
1,#Guayaquil Delincuentes asaltaron a personas que estaban comprando cervezas y celebrando el nuevo año en una tienda en el Guasmo Sur,2023-01-02 20:19:00,"-2.2805355, -79.8757351",1
2,#Guayaquil Delincuentes asaltaron en un local de comidas en el sector de Avenida del Ejército y Francisco Segura,2023-01-05 09:22:00,"-2.2162051, -79.90212799999999",1
3,#Guayaquil Cámaras de la Corporación para la Seguridad Ciudadana logró captar a 3 sospechosos que circulaban armados por el sector de Bastión Popular al norte de la ciudad posteriormente se coordinó con la Policía Nacional para que los puedan capturar,2023-01-05 10:51:00,"-2.0844835, -79.9309719",1
4,#Guayaquil Última Hora Videos muestran como quedó el carro luego de ataque de sicarios con armas largas en la Kennedy sector de Torres del Norte,2023-01-06 12:56:00,"-0.1407541, -78.4794568",1
5,"#Guayaquil Video muestra como policías capturaron a delincuentes luego de un enfrentamiento, sucedió en la Octava y Letamendi.. Esperemos que no salgan los de derechos humanos a defender a los pillos ..",2023-01-06 15:57:00,"-2.2126226, -79.912514",1
6,"#Guayaquil A la altura de la Juan Tanca Marengo, La Policía Nacional capturó a 2 de los 3 sujetos que participaron en el ataque armado en la Av. Miguel H Alcivar dejando como saldo un fallecido (víctima colateral) y un herido de gravedad en su poder se les encontró este armamento",2023-01-06 17:31:00,"-0.1407541, -78.4794568",1
7,#Guayaquil Momento donde sujetos en un helicóptero lanzaron un objeto en una cancha de una urbanización ubicada en la Vía a Daule,2023-01-07 13:39:00,,1
8,"#URGENTE ¡SICARIATO EN GUAYAQUIL! Hace minutos se dio un hecho de sicariato en la Av. del Bombero, en Los Ceibos, norte de #Guayaquil",2023-01-13 11:27:00,"-2.1666402, -79.94511349999999",1
9,"#Guayaquil Un caso de sicariato se registró en Colinas de la Florida cerca a la Av. Casuarina ( entrada de la 8 ) Ese sector ha sido noticia en esta semana debido a varios hechos violentos, Moradores piden ayuda a la Policía Nacional",2023-01-14 17:38:00,"-2.1230321, -79.9514464",1
10,#Guayaquil Vean como actúan los delincuentes que se llevan los accesorios de vehículos en la Cdla Urdenor al norte de la ciudad,2023-01-14 18:43:00,"-2.1462974, -79.90317759999999",1
11,#Guayaquil Delincuentes se le robaron la moto a un ciudadano en el Suroeste de la Ciudad,2023-01-16 20:15:00,"-2.2277542, -79.93954389999999",1
12,"#Guayaquil Delincuentes asaltaron a personas en los exteriores de su domicilio en la Garzota 1, estos mismos pillos también se pasean por los sectores de la Kennedy",2023-01-17 14:40:00,"-2.1478685, -79.8929407",1
13,"#Guayaquil Agentes Metropolitanos detuvieron a 2 delincuentes que se subieron a un bus de la línea 121 para asaltar a sus pasajeros para luego entregarlos a la Policía Nacional, sucedió en la Av. Juan Tanga Marengo",2023-01-17 15:29:00,,1
14,"#Guayaquil Gracias a las cámaras de la Corporación para la Seguridad Ciudadana se logró captar a los que incendiaron un kiosko en la calle Pedro Moncayo entre Vélez y 9 de Octubre, para luego dar la voz de alerta a la policía nacional que los atraparon cuadras más adelante",2023-01-18 12:00:00,"-2.194905, -79.884937",1
15,#Guayaquil Delincuente fue captado mientras robaba a un vehículo en el sector de la Rumichaca,2023-01-18 20:40:00,"-2.194905, -79.884937",1
16,"#Guayaquil Delincuentes aprovecha la madrugada para robarse una bicicleta, en el sector de la Martha de Roldos.",2023-01-19 09:22:00,"-2.2758147, -79.887782",1
17,"#Guayaquil Alrededor de 8 muertos en 6 dias van en el sector de la casuarina ( mejor conocido como Entrada de la 8 ), entre las víctimas se encuentran comerciantes que no pagan la famosa "" Vacuna "", además del tema de pelea entre bandas. Piden más patrullaje de la @PoliciaEcuador",2023-01-19 10:31:00,"-2.1230321, -79.9514464",1
18,#Guayaquil Delincuente fue capturado cuando robaba en el sector de Lomas de la Florida al norte de la ciudad,2023-01-19 12:14:00,"27.6648274, -81.5157535",1
19,#Guayaquil Un intento de sicariato se registró en la Martha de Roldos dejando como saldo 2 heridos ..,2023-01-19 16:07:00,"-2.2758147, -79.887782",1
20,"#Guayaquil Ciudadano se enfrentó con un delincuente que le robó su celular, sucedió en Guayacanes",2023-01-19 16:44:00,"18.4249461, -69.4575979",1
21,"#Guayaquil Indignante como un cobarde delincuente apunta con su arma para robarle a una mujer que se encontraba haciendo un depósito, no contento con eso la golpea al momento de huir. Sucedió en la cooperativa Pancho Jacome, a metros de una Unidad de Vigilancia Comunitaria",2023-01-24 18:26:00,,1
22,"#Guayaquil En la Florida Norte cerca al complejo judicial, extorsionadores fueron a un cyber para dejar un papel con amenazas.",2023-01-25 08:28:00,"27.6648274, -81.5157535",1
23,"#Guayaquil Última Hora Reportan un caso de sicariato en el sector de la 28 y la H, suburbio de la ciudad",2023-01-25 23:06:00,"-2.2277542, -79.93954389999999",1
24,#Guayaquil 4 Delincuentes en 2 motos robaron en una tienda ubicada en el sector de la Ladrillera,2023-01-26 15:17:00,"-2.1230321, -79.9514464",1
25,#Guayaquil Delincuentes que circulaban en un vehículo robaron en un comedor ubicado en el suburbio de la ciudad,2023-01-26 17:29:00,"-2.2277542, -79.93954389999999",1
26,"#Guayaquil Un intento de robo contra el dueño de un restaurante se registró cerca al Garzocentro, los ladrones al verse acorralados abrieron fuego contra unos guardaespaldas.. Los pillos huyeron del sitio además no se registraron heridos",2023-01-26 20:34:00,"-2.1478685, -79.8929407",1
27,#Guayaquil Delincuentes en tricimoto asaltaron a unas estudiantes en el suburbio de la ciudad,2023-01-27 18:23:00,"-2.2277542, -79.93954389999999",1
28,#Guayaquil Delincuentes en tricimoto asaltaron a unas estudiantes en el suburbio de la ciudad,2023-01-27 18:23:00,"-2.2277542, -79.93954389999999",1
29,"#Guayaquil Delincuentes asaltaron en un parque de la primera etapa de la Alborada para luego huir en una moto, sucedió al norte de la ciudad",2023-01-27 19:22:00,,1
30,#Guayaquil Delincuentes fueron capturados a altura del viaducto de la Prosperina al norte de la ciudad,2023-01-28 18:45:00,,1
31,#Guayaquil 4 delincuentes en total fueron que los que la policía nacional logró capturar a la altura del viaducto de la Prosperina luego de cometer un doble sicariato en el sector de la Juan Montalvo,2023-01-28 21:04:00,,1
32,#Guayaquil Hace pocos minutos. Se reportó un caso de sicariato atrás de Villa España Etapa Mallorca,2023-01-29 17:36:00,"-2.0817392, -79.9206694",1
33,"#Guayaquil 3 Delincuentes asaltaron violentamente en un bus en la Av. Narcisa de Jesús, incluso se vee que disparan en el interior de la unidad.",2023-01-29 18:53:00,"-2.1035171, -79.9559316",1
34,Actualización : 4 muertos y 2 heridos dejo el ataque armados a un centro de rehabilitación en la nueva prosperina al norte de la ciudad,2023-02-24 01:40:00,"-2.1222554, -79.9679769",1
35,Policías de civil capturaron a unos sujetos que se dedican a la extorsión a comerciantes en el sector de paraíso de la flor al norte de la ciudad,2023-02-24 04:22:00,"-2.1035171, -79.9559316",1
36,"Cámaras del ECU 911 en coordinación con la policía nacional capturaron a un delincuente que asaltó a una persona en la vía Perimetral cerca al hospital Universitario, el robo quedó registrado mientras la víctima pedía ayuda",2023-02-24 12:15:00,"-2.0963827, -79.9430537",1
37,"Delicuentes asaltaron a personas que llegaban a su domicilio luego de hacer unas compras, sucedio en los Ceibos a unos cuantos metros de un UPC",2023-02-25 11:24:00,"-2.1666402, -79.94511349999999",1
38,Ciudadanos le dieron una dosis de paloterapia a un delincuente que estaba robando por el sector del parque Forestal,2023-02-25 13:42:00,"-2.2124625, -79.9008714",1
39,"Delincuentes asaltaron en el TIA ubicado en Villa España al norte de la ciudad, los delincuentes llegaron al sitio con un combo y armas de grueso calibre La policía llegó tiempo después solo para tomar declaraciones a los empleados del lugar",2023-02-25 18:24:00,"-2.0817392, -79.9206694",1
40,"Repartidor sufrió el robo de su moto en Urdesa al norte de la ciudad, debido a que puso resistencia recibió un disparo por parte de los hampones",2023-02-25 23:43:00,"-2.1620979, -79.9116519",1
41,"Agentes de la UNASE rescataron a 2 menores de edad que fueron encerrados en un domicilio debido a que su propio padre queria atentar contra la vida de los infantes, sucedió en la isla trinitaria al sur de la ciudad",2023-02-26 21:34:00,"-2.2402791, -79.9220686",1
42,"Ciudadano fue capturado por la policía nacional luego de realizar disparos al aire, algunos vecinos dieron la voz de alerta a las autoridades aunque otros moradores del lugar trataron de evitar el operativo, sucedió en el Guasmo Sur",2023-02-27 12:54:00,"-2.2805355, -79.8757351",1
43,Un doble caso de sicariato se registró en la Av Casuarina sector conocido como la entrada de la 8 a pocos metros de un UPC,2023-02-27 13:51:00,"-2.1230321, -79.9514464",1
44,Un nuevo caso de sicariato se registró en el interior de un taller ubicado en la 19 y Cuenca al sur de la ciudad,2023-02-27 14:27:00,,1
45,3 Delincuentes en una tricimoto asaltaron a un ciudadano en el Guasmo Sur,2023-03-06 22:59:00,"-2.2805355, -79.8757351",1
46,Delincuentes robaron un bus de la línea 21 lleno de pasajeros en el sector de Mall del Fortin al norte de la ciudad,2023-03-07 09:05:00,,1
47,Una mujer fue secuestrada mientras atendía su negocio en el suburbio de la ciudad,2023-03-07 12:17:00,"-2.2277542, -79.93954389999999",1
48,Una conocida panadería fue objeto de un atentado con un artefacto explosivo en la Av. Carlos Luis Plaza Dañin al norte de la ciudad,2023-03-08 07:56:00,"-0.1407541, -78.4794568",1
49,"Un ciudadano recibió un disparo cuando le robaban su vehículo, En la ciudadela Coviem al sur de la ciudad",2023-03-08 08:18:00,,1
50,"Un dueño de un negocio de camisas fue baleado por sujetos en moto en la Av Francisco de Orellana cerca al riocentro norte, se habla del tema de ""vacunas""",2023-03-09 18:54:00,,1
51,"Un intento de secuestró express ocurrió en el suburbio, los delincuentes no lograron el crimen debido a que sufrieron un accidente de tránsito para luego huir del lugar",2023-03-11 10:22:00,"-2.2277542, -79.93954389999999",1
52,Extorsionadores detonaron un artefacto explosivo en un local de la Prosperina al norte de la ciudad,2023-03-24 23:09:00,,1
53,"Extorsionadores detonaron un artefacto explosivo en una farmacia por no pagar la ""vacuna"", esto ocurrió en la Av. Casuarina sector conocido como la Entrada de la 8 y a pocos metros de un UPC ",2023-03-26 10:31:00,"-2.1230321, -79.9514464",1
54,"Delincuente asaltó a una familia que atendía su negocio en el suburbio de la ciudad, tanta es la sinvergüenza del pillo que le pide la clave de los celulares",2023-03-26 14:14:00,"-2.2277542, -79.93954389999999",1
55,Video muestra la magnitud de la explosión por parte del artefacto que fue lanzado en una estación de buses en la Cooperativa de Pascuales al norte de la ciudad,2023-04-04 23:06:00,"-2.0721549, -79.9345141",1
56,"Cerca de las 03:00 un carro bomba estalló en la Isla Trinitaria atrás de la gasolinera terpel, recordar que en ese sector en la tarde y noche de este Jueves se reportaron 3 muertes violentas.",2023-04-07 05:34:00,"-2.2402791, -79.9220686",1
57,"Extorsionadores llegaron a una farmacia en Bastión Popular Bloque 4 para pedirle la "" Vacuna """,2023-04-07 10:21:00,"-2.0844835, -79.9309719",1
58,Secuestradores de menores de edad fueron capturados por agentes metropolitanos y luego entregados a la policía nacional,2023-04-26 16:43:00,,1
59,Un taco de dinamita fue dejado en una carnicería ubicada en Mucho Lote 1 al norte de la ciudad,2023-04-27 10:58:00,"-2.0817392, -79.9206694",1
60,Un ciudadano falleció después de ser atacado con una arma blanca en el sector del mercado de las 4 Manzanas,2023-04-27 14:16:00,"-2.2109623, -79.8884819",1
61,Agentes del GIR desactivan un artefacto explosivo en los exteriores del complejo judicial de la Alban Borja al norte de la ciudad,2023-04-28 14:32:00,"-12.1218773, -77.03053899999999",1
62,"En la Isla Trinitaria, delincuentes se metieron a robar en un domicilio posteriormente salió un vecino a realizar disparos al aire para ahuyentar a los criminales",2023-04-29 09:38:00,"-2.2402791, -79.9220686",1
63,"Una balacera entre delincuentes se registró en Pascuales al norte de la ciudad, todo se debería a la pelea de territorio",2023-04-29 11:09:00,"-2.0721549, -79.9345141",1
64,"Después de una persecución, un grupo de delincuentes fueron capturados cerca al Centro de Convenciones",2023-04-29 11:12:00,"-2.1534532, -79.887782",1
65,"Una balacera entre delincuentes se registró en Pascuales al norte de la ciudad, todo se debería a la pelea de territorio",2023-04-29 11:19:00,"-2.0721549, -79.9345141",1
66,"Policía nacional llegó a las calles 13 y Gómez Rendón en dónde sujetos armados dispararon contra varias personas, de forma preliminar se habla de 7 muertos y varios heridos",2023-04-29 22:18:00,,1
67,Policías acuden a Monte Sinai debido a que delincuentes dispararon contra un patrullero,2023-04-30 12:54:00,"34.0165053, -118.1137535",1
68,Sujeto fue captado mientras arrojaba panfletos en Isla Trinitaria al sur de la ciudad,2023-05-01 05:53:00,"-2.2402791, -79.9220686",1
69,Agentes de la Policía Nacional capturaron a un delincuente en el momento que iba a robar en un bus de pasajeros en el sector de la Entrada de la 8 al norte de la ciudad,2023-05-03 09:12:00,"-2.1230321, -79.9514464",1
70,"Video muestra como fueron dado de baja por la policía nacional, 2 de los 3 delincuentes que intentaron robar a una persona en los exteriores del Garzocentro",2023-05-03 14:05:00,"-2.1478685, -79.8929407",1
71,Sujeto con amenazas se acercó a un negocio ubicado en Mucho lote para pedir dinero para luego huir en su bicicleta,2023-05-03 21:22:00,"-2.0817392, -79.9206694",1
72,"Solo en Guayaquil: Delincuente fingió conocer a su víctima para luego con un cuchillo robarle sus pertenencias, ocurrió en las Malvinas al sur de la ciudad",2023-05-04 11:00:00,"-2.2338739, -79.90368699999999",1
73,"Policía nacional capturó a un presunto sicario en el sector de Plaza Empresarial Colón , en su poder se le encontró armas de fuego",2023-05-06 23:20:00,"9.914330699999999, -84.2419551",1
74,Extorsionador llegó con un papel a un negocio ubicado en Los Vergeles,2023-05-07 17:22:00,"-2.2514992, -79.8793833",1
75,Urgente Reportan una explosión en un domicilio ubicado en las esclusas sector el Guasmo al sur de la ciudad,2023-05-24 11:57:00,"-2.2805355, -79.8757351",1
76,Momentos donde quedo abatido el delincuente que intentó abrir un taxi para robar a una mujer en el sector de Jardines de la Esperanza al norte de la ciudad,2023-05-24 17:01:00,,1
77,Camara de seguridad captó cómo fue el sicariato en Sauces 3 al norte de la ciudad,2023-05-26 09:35:00,,1
78,Sujetos intentaron robar en una peluquería ubicada en Samanes 7 ...,2023-05-26 09:36:00,"-2.1138988, -79.899003",1
79,"Cómo aves de rapiñas, 3 Delincuentes se bajaron de una tricimoto y le intentaron robar la moto a una persona en el sector de Las Malvinas al ver que no la pudieron encender huyeron del sitio",2023-05-26 13:59:00,"54.5259614, -105.2551187",1
80,Escena de un caso de sicariato ocurrido en el Fortín en el sector conocido como Consolata al norte de la ciudad,2023-06-24 11:37:00,,1
81,2 personas fueron víctima de sicariato cuando se encontraban en el interior de un vehículo que estaba parqueado en una gasolinera ubicada en la Av Narcisa de Jesus ...,2023-06-24 21:24:00,"10.4833951, -66.8583763",1
82,Crónica de este Sábado: - Artefacto explosivo en el suburbio - Sicariato en Flor de Bastión Bloque 6 - Doble sicariato en la Av Narcisa de Jesus - Sicariato en Monte Sinai - Madre e hijo menor de edad asesinados en el Guasmo Norte - Sicariato en el Fortín,2023-06-24 23:05:00,"-2.1035171, -79.9559316",1
83,"Noche de terror al noroeste de la ciudad: 3 muertos dejó como saldo un nuevo ataque armado en el sector conocido como "" Las Cañas """,2023-06-25 09:56:00,"-2.1222554, -79.9679769",1
84,Sujetos dispararon contra varias personas en las calles 33 y Nicolás Augusto González,2023-06-25 18:45:00,"-2.2165327, -79.92324719999999",1
85,Delincuente fue golpeado por pasajeros cuando intentó robar en un bus en el suburbio de la ciudad,2023-06-26 10:21:00,"-2.2277542, -79.93954389999999",1
86,"Delincuente fue golpeado por moradores cuando intentó robar en un domicilio, ocurrió en la cdla 9 de octubre al sur de la ciudad",2023-06-26 10:40:00,,1
87,Un ciudadano fue secuestrado y abandonado en la 17 y callejón M en el suburbio de la ciudad,2023-06-27 06:51:00,"-2.2277542, -79.93954389999999",1
88,"Minutos después del enfrentamiento entre policías que realizaban trabajos preventivos y delincuentes en el centro de la ciudad, dejó como saldo un pillo abatido y otro herido",2023-06-27 14:15:00,"-2.194905, -79.884937",1
89,Policia dio de baja un delincuente mientras que otro resultó herido despues de que intentaron robar en las calles 10 de Agosto y Garcia Avilés sector céntrico de la ciudad de Guayaquil,2023-06-27 14:23:00,"-2.194905, -79.884937",1
90,Reportan varios muertos en el sector de la Balerio Estacio al noroeste de la ciudad,2023-06-27 19:33:00,,1
91,Sujetos se grabaron después de balear a varias personas en un parque de La Floresta 2 al sur de la ciudad de Guayaquil,2023-06-27 20:44:00,,1
92,"En un bus de la línea 79, un ladrón con cuchillo agrede a estudiantes que venían en el mismo vehículo. El hecho ocurrió cuando la unidad circulaba por las calles Cuenca y José Mascote, centro de Guayaquil.",2023-06-29 17:54:00,"-2.194905, -79.884937",1
93,Camara de seguridad captó a un sujeto armado que cometió un caso de sicariato en el sector de la Juan Montalvo al norte de la ciudad,2023-06-29 21:53:00,,1
94,Reportan una amenaza de bomba en la Corte Provincial ubicada en las calles Quito y 9 de Octubre,2023-06-30 16:12:00,"-2.194905, -79.884937",1
95,Un caso de sicariato ocurrió en el interior de una barbería ubicada en la cooperativa 12 de octubre en Mapasingue Oeste,2023-06-30 16:24:00,"-2.155993, -79.9215725",1
96,Reportan balacera en la Penitenciaria del Litoral hasta el momento se desconoce que pabellones se están enfrentando,2023-06-30 17:12:00,"-2.0721549, -79.9345141",1
97,"Durante una balacera que se registró en el Guasmo Sur, ciudadanos tuvieron que empujar un patrullero que se quedó dañado en media calle",2023-07-01 07:40:00,"-2.2805355, -79.8757351",1
98,Un caso de sicariato ocurrió en una parada de mototaxis en el Fortín al norte de la ciudad,2023-07-01 14:36:00,,1
99,"5 serían los fallecidos debido al múltiple caso de sicariato en el sector de la 25 de Julio , las víctimas al parecer son técnicos en refrigeración en una almacenera de contenedores",2023-07-01 22:10:00,"-2.2438091, -79.9066763",1
100,Reportan nuevo ataque con explosivo en una estación de buses ubicada en el sector de Pascuales al norte de la ciudad,2023-07-01 22:16:00,"-2.0721549, -79.9345141",1
101,Solo en la noche de ayer : - 5 fallecidos por un ataque armado en la Av 25 de Julio - Bomba en una parada de buses en Pascuales - Sicariato en la 16 y la E en el suburbio de la ciudad - Sicariato en la 18 y el Oro - Sicariato en la Av 4ta de Mapasingue Oeste,2023-07-02 13:16:00,"-2.0721549, -79.9345141",1
102,Delincuentes asaltaron en una lavadora de vehículos en las calles 11ava y Medardo Angel Silva,2023-07-02 13:21:00,,1
103,Extorsionadores repartieron panfletos en una farmacia ubicada en la Fragata al sur de la ciudad,2023-07-02 16:08:00,"54.5259614, -105.2551187",1
104,"En la Isla Trinitaria al Sur de Guayaquil un sujeto que escapaba con una moto robada y que apuntó con un arma a un agente de la Policía Nacional fue atropellado por un patrullero, donde cayó al pavimento y murió",2023-07-05 11:40:00,"-2.2402791, -79.9220686",1
105,"Despues de una persecución, la policía nacional capturó a delincuentes que se trasladaban en un vehículo, ocurrió en las Malvinas al sur de la ciudad",2023-07-05 14:16:00,"54.5259614, -105.2551187",1
106,Extorsionador fue golpeado después de visitar algunos negocios en el sector de Bastion Popular al norte de la ciudad,2023-07-05 22:03:00,"-2.0844835, -79.9309719",1
107,"Ciudadanos atraparon y golpearon a un delincuente que con cuchillo en mano le robó a una mujer , ocurrió en Los Esteros al sur de la ciudad",2023-07-08 20:31:00,"-2.2438091, -79.9066763",1
108,"Urgente Reportan una masacre en el interior de una vivienda ubicada en el sector de la florida al norte de la ciudad, se habla que son 6 los fallecidos Además se reportan varios hechos violentos en diferentes partes de la ciudad",2023-07-09 11:47:00,"27.6648274, -81.5157535",1
109,"Sujetos armados dispararon contra personas que se encontraban en un domicilio en el sector de la Fragata al sur de la ciudad, en total se reportaron 4 heridos",2023-07-09 17:58:00,"-2.2438091, -79.9066763",1
110,"Videos muestran lo sucedido en el sector de 7 lagos donde después de la balacera se registraron varios incidentes, se habla de 2 fallecidos en el lugar y varios heridos",2023-07-10 06:36:00,"-2.2553371, -79.9000381",1
111,Se reporta un doble sicariato en el sector de Flor de Bastion Bloque 21,2023-07-11 13:12:00,"-2.1035171, -79.9559316",1
112,Varios heridos dejó un nuevo ataque armado registrado en un sector del Guasmo Sur,2023-07-11 17:14:00,"-2.2805355, -79.8757351",1
113,Un ciudadano recibió varios disparos en el sector de Fertisa al sur de la ciudad,2023-07-12 08:25:00,"-2.2553371, -79.9000381",1
114,Un cuerpo desmembrado y embalado fue encontrado en el sector de Nueva Prosperina al norte de la ciudad,2023-07-12 08:59:00,"-2.1222554, -79.9679769",1
115,Delincuentes asaltaron en un local de ropa ubicado en plena bahía de la ciudad,2023-07-13 10:51:00,"-2.194905, -79.884937",1
116,Delincuente fue neutralizado cuando intentó robar en el sector de Montebello al norte de la ciudad,2023-07-13 11:11:00,"34.0165053, -118.1137535",1
117,"Delincuentes destrozaron un negocio porque el dueño se negó a pagar la vacuna, ocurrió en un sector de la Juan Montalvo al norte de la ciudad",2023-07-13 12:32:00,"-2.187904, -79.881483",1
118,"Ciudadano capturó a un delincuente que le intentó robar en un sector del suburbio de la ciudad, para luego esperar a que algún policía se lo lleve detenido",2023-07-14 09:50:00,"-2.2277542, -79.93954389999999",1
